,time,Ticker,Exchange,Side,Share,AvePrice
0,20181115  10:01:56,AAPL,ISLAND,SLD,100.0,187.42
1,20181115  10:01:56,AAPL,ISLAND,SLD,200.0,187.42
2,20181115  10:10:54,AAPL,ISLAND,SLD,100.0,187.42
3,20181115  10:10:54,AAPL,ISLAND,SLD,200.0,187.42
4,20181115  10:10:55,TSLA,ISLAND,SLD,100.0,343.05
5,20181115  10:10:55,TSLA,ISLAND,SLD,200.0,343.05
